industry,wr1,wr2,wr3,wr4,vol1,vol2,vol3,vol4,pe_ratio,debt_to_equity,quick_ratio,total_shareholder_return,profit_margin,free_cash_margin,volatility,cpi,interest_rate,unemployment_rate,sma,rsi,ema,label
Technology,0.01941267933087118,-0.0007459638241684259,-0.0170485396804801,-0.039307455518305105,9326700,9298800,10717000,10470900,19.11,0.86,3.94,3.48,25.75,36.71,0.031823912539265704,238.654,0.14,5.2,40.843333333333334,98.0722891566269,40.83083333333333,0
Utilities,-0.011981288571866198,0.0010230005934965276,0.02624660116190549,-6.515552330212362e-08,2835500,4103600,3182000,2805600,15.46,1.76,0.28,3.07,-0.6,-35.52,0.014532016705074492,237.336,0.12,5.1,19.076666666666668,39.82300884955745,19.155416666666667,0
Technology,-0.07697822427630234,0.04913414416783507,-0.04132817189471543,0.03261266266253018,19179500,4796800,7089700,7850500,-17.12,0.97,3.4,3.86,6.32,6.34,0.03176824777827106,250.546,1.7,4.0,53.07999999999999,7.079646017699097,52.67666666666666,0
Finance,0.033302937148364124,0.007227508694743213,0.04230245399197289,-0.051773723338677725,953300,1167200,1019600,617500,11.07,0.77,,,30.22,25.03,0.016576646855915964,255.548,2.42,3.6,166.82666666666668,74.81296758104735,167.41291666666666,0
Technology,0.02940495302409005,0.11481060476376989,0.05746633180809099,0.0003810336136938846,3429400,2412200,3606200,11256800,-98.86,0.75,1.35,-4.24,-2.64,8.54,0.0245788636825274,260.28,0.09,7.9,232.74333333333334,42.177262581899356,229.26458333333332,0
Technology,0.030912592152788087,0.02566692947335002,0.029107330628659514,0.009832834721666005,917400,3321800,7550000,2718600,57.67,1.83,0.52,0.21,8.14,28.3,0.03029191210157331,256.974,1.55,3.6,52.449999999999996,100.0,52.2575,1
Consumer Discretionary,-0.07235243410605433,0.008784413991167897,0.00025841480312815474,-0.10707277894385178,2000077,1329402,1007780,1007780,29.43,4.33,0.89,-13.73,-1.74,0.67,0.03515339858782776,277.948,0.07,4.2,44.48996666666667,7.1509767397431245,44.35479166666667,0
Finance,-0.052104156999122915,-0.01916462392874223,-0.014527685316592305,0.05035615542173794,66800,35500,35500,53200,,,,,,,0.010442463879876242,296.171,2.33,3.7,19.096666666666668,0.0,19.10375,1
Energy,0.1252557487551684,-0.08368939573991799,0.03248192961046702,-0.03675569226609423,1673700,1931000,1739700,2384600,,,,,,,0.01736298679025237,237.336,0.12,5.1,32.04333333333333,92.47648902821322,32.15291666666667,0
Energy,-0.0652325307536667,-0.016650675298992872,-0.06006230196724062,-0.020152680273758224,8193800,8727300,9260000,7502000,15.07,0.47,1.51,4.91,18.31,17.82,0.0195597668740124,252.885,2.2,3.8,67.94999999999997,25.330257915705616,67.92083333333333,1
Consumer Discretionary,0.005403368229310154,0.004886678954489582,0.05635205526706216,0.03887971518812006,712200,523900,626000,996200,13.95,1.39,1.59,7.18,8.18,8.21,0.021240460923483123,240.849,0.4,4.9,74.67999999999999,49.22480620155067,74.60291666666667,0
Finance,0.02604516380380401,0.0044747881685109885,-0.014920337107678209,0.013401924162325884,2173200,3170700,3856200,3898000,9.76,0.25,,,6.88,14.37,0.020301664804478394,237.838,0.13,5.0,59.643333333333324,84.12408759124114,59.582499999999996,1
Industrials,0.01096262029673359,-0.04342124719159337,0.011603068698608537,0.04830603370574205,1177800,1023000,1418300,1281900,48.56,0.69,0.72,2.61,-2.64,11.28,0.02222227493629102,249.554,1.42,4.0,59.48333333333334,46.19883040935672,59.29333333333334,0
Technology,-0.008834299693172086,-0.012763209860534306,0.05592987057877063,-0.007800278191501888,16500200,19806700,20581700,18514000,-35.82,0.78,1.37,-8.2,-50.03,10.82,0.03740909821600581,276.589,0.08,4.5,46.70666666666667,34.620505992010706,46.565,1
Real Estate,0.029278070324849338,-0.008808163955124095,0.0062524026632584375,0.0173354294869496,493900,530600,970700,684600,42.07,0.83,,,20.42,-123.4,0.018709324438565007,256.558,2.12,3.7,148.6,85.94936708860772,148.74791666666667,0
Consumer Staples,0.021153104474515315,-0.015307128583309706,0.014347474978607931,-0.006055822756596151,4997400,9458600,4101400,5184600,44.45,0.01,3.68,1.27,19.94,14.99,0.05031291262808208,301.836,4.58,3.5,51.88833333333333,65.91639871382651,51.857083333333335,0
Finance,0.0,0.027058632624870137,0.04765386162004088,0.021977991552402938,802200,1078600,1292100,1357500,9.01,0.6,,,2.66,52.76,0.022800973174254988,300.84,4.58,3.6,44.146666666666675,46.70846394984324,44.08416666666667,0
Consumer Discretionary,0.05867225656067446,0.1310908896019037,-0.021352266372251003,0.07848773525619873,1940125,2540379,2527657,3687395,15.19,3.02,0.88,23.88,2.88,4.25,0.03546495370364756,256.571,2.4,3.7,21.938,81.01833582516772,22.090379166666665,1
Health Care,0.02585325012579055,0.18187495720335908,-0.002201448719820872,0.029110017472533004,8677200,5973600,6967200,13438400,198.03,1.3,5.05,-9.07,20.03,21.52,0.035971568490148036,258.678,1.58,3.5,73.78666666666668,51.937457511896646,73.47125,1
Consumer Discretionary,-0.03404797570908629,-0.020261914259709333,0.034773730225706005,-0.012124262197178897,1557900,1225100,1091300,1620700,22.53,1.04,0.76,0.8,1.04,2.51,0.026895371818748934,307.671,5.33,3.9,39.026666666666664,13.351877607788657,38.860416666666666,1
Finance,-0.01244609647314491,0.012112480194665607,0.004379535694711261,-0.013688238979949694,3009400,1825200,1669700,1944400,9.99,0.25,,,,,0.021737584678083115,271.696,0.06,5.9,20.74333333333333,3.9215686274508923,20.725833333333334,0
Consumer Discretionary,0.054221194362718494,-0.023966535805500205,0.035843188322621594,0.031572195066038936,939400,1220400,684000,1156000,19.2,0.55,0.62,-1.54,8.17,0.9,0.01942269593157597,246.663,1.16,4.2,155.5566666666667,100.0,155.24291666666667,0
Industrials,0.00753879999435729,-0.08256034211332547,-0.012132122967993325,-0.0036859737854521655,1002600,979700,844200,1162200,22.5,0.97,0.54,1.42,10.13,14.08,0.020249028907650398,287.504,0.08,3.6,273.52666666666664,57.555919258047005,273.41791666666666,1
Basic Materials,0.02221540273037258,-0.06145404517912787,0.0008237220030669467,0.014484463937360047,6857558,9367459,5675155,5886038,16.66,4.0,0.95,6.54,4.74,13.48,0.019915432067581805,237.111,0.38,4.9,32.89176666666666,74.27322662571582,32.93318333333333,0
Finance,-0.002536767241071832,0.002151325595932441,0.0033362575596574207,0.006319228592351194,399000,387800,257300,257300,15.56,0.13,,,9.96,16.65,0.01646036237690716,237.805,0.12,5.6,50.13676666666667,47.914905607213264,50.29779166666667,0
Industrials,-0.047875597069300516,-0.04932349125034787,0.06445750596659856,-0.1356578129303319,471300,496100,355800,422200,-4516.69,,,,11.42,12.25,0.039686900707355185,264.877,0.07,6.1,136.0133333333333,39.408537401311364,137.66458333333333,0
Real Estate,-0.05653988838458157,-0.020774438997253553,0.0017597731648854415,0.0025312470938397735,1218100,2019000,2016400,1689300,85.69,1.09,,,7.9,-12.12,0.020951227239976406,307.789,5.33,3.8,122.21666666666665,10.816224336504755,122.00166666666667,0
Consumer Discretionary,0.012469394832718703,-0.0467101227769656,0.007761177468041466,-0.003530575294832546,877500,528500,1019300,1358600,22.68,3.62,1.11,4.51,1.79,10.76,0.014857498621690118,244.524,0.91,4.4,57.580000000000005,82.52032520325182,57.54083333333334,1
Finance,0.015766900232451333,0.02042074846712242,0.011264336195749207,-0.030339688834990986,4341700,4101000,6785300,19116000,10.92,0.75,,,28.85,26.15,0.022586132525902615,242.839,0.66,4.7,16.786666666666665,59.84251968503932,16.776666666666667,1
Finance,0.004045724166263329,-0.02945031629285054,0.010582084698249623,-0.00395276536689296,2360000,4424900,2152700,4000700,11.37,0.77,,,53.23,31.85,0.023074478252537035,240.229,0.37,4.8,14.893333333333336,60.00000000000008,14.884166666666667,0
Energy,-0.03816381900219518,0.029612767302578828,-0.06843517928385978,0.06798871588032088,973900,1626100,1718200,1962400,28.55,0.14,0.83,-22.03,29.18,-10.43,0.02274255062802315,252.006,1.91,3.8,17.41333333333333,7.917888563050145,17.469583333333333,1
Health Care,0.021218437545072605,-0.03832777066442221,0.015909124770861986,0.05339064868053164,1365400,1579400,1102700,1027300,33.97,-3.71,0.47,8.32,1.14,-1.55,0.020426019052120343,296.808,2.33,3.5,364.88333333333327,68.12343619683062,363.90166666666664,1
Technology,-0.007850254762826598,0.09287537297435508,-0.035465227071173444,-0.028173006584632513,9807592,10369055,11457520,9478375,-273.17,1.68,0.81,-0.02,6.49,10.98,0.017857971583471206,276.589,0.08,4.5,82.097,41.90698235317764,81.95848749999999,0
Technology,-0.03721575308665236,0.04752742918156245,0.017382813571665143,0.019341119809293695,7338000,10333000,6028000,5795500,35.83,,,,36.3,33.03,0.02492802279594886,254.202,2.4,3.8,17.16933333333333,12.127716662194954,17.081083333333332,0
Energy,0.031231337326529527,0.020652340485790604,0.035446572650275565,0.005727093142504299,2917000,6490300,2350400,2171100,-27.72,0.31,2.23,-13.33,1.85,-0.51,0.02803627337135578,241.432,0.41,4.7,189.38666666666668,53.60119047619052,187.07125,1
Consumer Discretionary,-0.013422840741967501,0.008460273021991482,0.011986301512746433,8.344391042196084e-08,11807200,12455000,18282700,8287100,18.73,-2.93,0.24,8.38,15.99,23.17,0.05046558652998508,299.17,4.33,3.4,5.836666666666666,36.6666666666666,5.8675,0
Consumer Discretionary,0.007341452126415539,-0.03333329169745579,0.008403349514642234,0.004219292808816713,12849900,12636000,19249400,14631600,36.94,-4.7,0.11,3.7,20.46,33.94,0.0543512214490938,252.146,1.91,3.8,6.934999999999999,68.10631229235888,6.955833333333333,0
Industrials,-0.04053021083714373,0.00486676798804624,0.03362458147661001,0.02053504919475458,764200,830500,1068500,523200,18.83,1.07,1.76,-4.07,6.51,4.25,0.01669150565241558,244.733,0.91,4.4,37.52666666666668,18.254879448909183,37.71333333333334,0
Industrials,-0.012825687246942396,0.030353256268771216,0.007474901370509907,0.03770754864024943,858800,858800,714300,918100,21.58,0.6,0.96,3.72,13.85,17.77,0.018607684725867324,238.132,0.37,5.0,49.22666666666666,25.56053811659174,49.31583333333333,1
Consumer Discretionary,-0.06784686748029888,-0.07101618510472453,0.014021096043735104,-0.11488640457345758,804700,1358500,1080300,2699900,9.28,1.03,0.14,11.51,12.49,5.69,0.031032956274715213,296.808,3.08,3.5,130.97333333333333,17.528201313995304,131.09708333333333,0
Technology,-0.03112454440523123,0.02134907740801883,0.01295151225523256,-0.02230472067727883,1641400,2656900,1739200,2209600,29.68,-2.1,1.07,1.84,7.87,6.61,0.019789523167827817,281.148,0.08,4.0,84.3,29.635201203459992,84.62208333333334,1
Telecommunications,-0.00123677078550954,0.0008143586960571548,-0.021895335534189198,0.015564788437265116,17269600,18456100,14327600,8952800,16.2,4.96,0.79,4.65,11.57,-5.67,0.015298083063439981,244.524,0.91,4.4,48.54333333333333,29.230769230769194,48.635000000000005,1
Finance,0.04490082611802222,-0.015471743355731923,-0.007910328788261348,4.35934937616538e-05,32600,39200,43700,60000,30.95,0.37,,,10.11,20.6,0.0179937638463686,257.208,1.56,3.6,1171.01,86.77598206912863,1167.6933333333334,1
Health Care,-0.2972301496489135,-0.024379440769496583,-0.040783323907427935,-0.05277557649063338,2731900,5187000,2006900,1128700,64.41,0.03,1.03,1.8,12.65,27.66,0.03834925569940877,307.671,5.33,3.9,189.41333333333333,0.6691711669405883,197.6279166666667,0
Utilities,0.14491585064786539,0.020424810335752327,0.04170206431355141,-0.087024215808894,9202300,5804000,5416500,6523200,30.82,8.31,0.69,3.95,6.16,-8.68,0.031385571373238566,257.797,0.07,11.0,13.923333333333332,100.0,13.903333333333334,1
Consumer Staples,0.0014892362452674048,0.008174873015117217,0.011987019712176085,-0.058196729228661,2745300,2272100,2114800,2282400,21.86,2.39,0.41,5.35,9.43,11.18,0.013403719187208233,243.801,0.66,4.4,60.57333333333333,49.88864142539002,60.5125,0
Health Care,-0.09068901132716176,0.052122239994197544,0.05295071110757312,-0.02886764008371259,8060200,4735800,3131300,4566800,19.01,0.55,0.7,3.82,4.37,2.26,0.02689579254583257,237.945,0.13,5.0,116.71999999999998,1.8530774321641013,116.00166666666667,1
