industry,wr1,wr2,wr3,wr4,vol1,vol2,vol3,vol4,pe_ratio,debt_to_equity,quick_ratio,total_shareholder_return,profit_margin,free_cash_margin,volatility,cpi,interest_rate,unemployment_rate,sma,rsi,ema,label
Telecommunications,0.002187575384734453,0.006114008700025987,-0.040141117050285856,0.012597974281072738,1276900,842100,789000,548700,18.28,1.28,0.29,-3.64,14.25,17.41,0.014655736833379977,238.316,0.14,5.1,41.22333333333333,52.54901960784293,41.219166666666666,1
Industrials,0.013942479236003114,0.047858805891990396,0.005063457951504338,0.026507422479956688,1245000,1211900,1719800,3425800,20.57,,,,-0.2,8.58,0.032956234909164155,238.132,0.37,5.0,21.12,63.98891966758997,21.10125,1
Health Care,0.01624988164519498,0.005997733967066655,0.028422824086022244,0.012738543088221583,6797433,7929273,6134049,6464902,18.63,1.12,0.84,5.11,32.1,29.94,0.016119508208091066,260.28,0.09,7.9,81.56779999999999,76.53895561038286,81.94602083333334,0
Real Estate,0.02566341887460881,0.010002959777585483,0.008693661956218571,0.029060213655259653,330000,383300,634200,393200,84.94,0.88,,,9.46,-42.85,0.016491777909080754,258.678,1.58,3.5,163.30999999999997,85.08655126497999,163.39958333333334,1
Industrials,0.06744661781197073,-0.05020255484703231,0.04967734900999856,-0.01032177873252604,1888300,1093800,1122400,1217600,-13.71,0.84,1.23,1.85,10.82,22.32,0.026272493918053245,260.474,0.09,6.7,77.20999999999998,93.44773790951625,76.89208333333333,0
Real Estate,0.01147458403850405,0.06540854350770706,0.03671938117378078,-0.0029398946736790684,862100,914600,1266900,1230500,17.85,2.69,,,41.33,26.12,0.020198466091960392,260.229,0.09,6.7,41.70333333333334,58.62215566582497,41.532264492753626,0
Utilities,0.002457977238821445,-0.03402810869960247,0.02059508508153506,-0.04963560014370547,1460300,1531200,1507900,2648600,22.9,1.28,0.33,2.01,10.14,-26.46,0.013723151901145259,256.389,0.04,14.7,73.75,47.51677852349,73.72874999999999,1
Industrials,-0.03356877808952732,0.0331608659709378,-0.03238160756167151,-0.021882978115653536,912800,1921200,1313600,951700,10.02,0.71,2.64,5.09,8.75,21.52,0.024618621037060612,273.567,0.1,5.2,33.11666666666667,6.844106463878238,33.13416666666667,0
Health Care,-0.03969104001408003,-0.08260013207877145,0.040427059849134694,0.041578484621546355,9594500,12412600,15047900,11644000,14.84,0.6,1.1,-1.32,-6.36,23.2,0.025034165096616857,260.388,0.09,6.9,36.693333333333335,9.458428680396683,36.534166666666664,0
Health Care,0.0063752615935146265,0.012345664113571459,0.05917234757032536,0.04577923409973265,884800,816600,306300,473700,13.54,0.55,1.51,2.74,4.24,13.74,0.024611272441328134,256.974,1.55,3.6,341.40333333333336,65.51401869158886,342.6383333333333,1
Consumer Staples,-0.0682844778400956,0.010725014692599422,-0.0017032386206040433,0.019893541234077536,2660500,2051500,1306400,941600,8.38,0.7,0.31,2.78,2.27,-4.27,0.021520587818872988,296.797,3.83,3.5,99.53666666666668,14.462956398440271,98.10166666666666,0
Utilities,-0.009079274844908686,0.013140650769229418,0.01806038179066599,0.002683052392802696,6026000,7892300,6499200,7191700,20.18,2.24,0.5,-133.31,4.95,-0.15,0.025371496638876223,254.202,2.4,3.8,15.32,23.37662337662322,15.32125,0
Consumer Discretionary,0.041387259440963095,-0.0021220248077495735,-0.0011414354949163845,0.006048639423894096,1520400,1325100,1325100,693700,23.33,5.44,0.96,0.45,32.0,42.69,0.01688774398451763,247.867,1.42,4.0,62.526666666666664,90.05102040816324,62.81333333333333,1
Finance,0.0012048468255457401,0.07096776654643397,0.0012920192735860053,0.18894001520605078,3531000,3445000,3276800,3417200,110.76,18.3,,,0.53,231.29,0.04856111025195529,296.797,3.83,3.5,8.273333333333333,55.89353612167306,8.303333333333335,1
Basic Materials,0.14732507784697949,0.22479833832560722,-0.03481836761911237,0.07261402267310561,9937100,13006500,7198000,3944900,62.36,0.2,5.04,0.9,,,0.025412662027370365,260.474,0.09,6.7,13.516666666666666,83.03571428571426,13.463333333333333,0
Utilities,-0.01808017604944015,-0.007400858263038458,-0.005337041444918035,0.030923716844805823,2935800,2404400,1882100,1525400,21.05,1.73,0.87,6.13,9.97,9.58,0.024134006053252218,237.336,0.13,5.1,52.46666666666667,36.86440677966106,52.66875,1
Industrials,0.0002171273616904259,0.009649832499334203,-0.002406651908016095,0.0068286570229015115,394800,347500,474500,301200,47.47,0.36,1.29,-0.35,15.86,23.66,0.025498249645977435,256.571,2.39,3.7,138.14999999999998,51.27402771569026,138.18291666666664,0
Industrials,-0.025340736956706023,-0.1235612633956436,0.04330285350568071,-0.005017798069101103,1228100,991400,1629200,1649800,25.28,3.54,1.08,5.93,18.44,11.53,0.020399493641153937,258.115,1.09,4.4,184.8333333333333,33.799725651577496,182.5575,0
Consumer Discretionary,0.01986450698083966,0.003698150763467712,-0.010867922894736865,0.016708993432712385,1501100,1017600,1037500,809800,38.18,1.35,0.99,2.45,15.28,-7.57,0.018807094661636912,257.208,1.55,3.6,190.19000000000005,83.71438621174818,190.31666666666666,1
Utilities,0.005965159415438074,0.011334699103756713,0.0012811251028533453,0.0027534362278316175,7000,48200,48200,15700,,,,,,,0.0223746134834813,260.28,0.09,7.9,27.566666666666674,35.29411764705846,27.580000000000002,0
Consumer Staples,0.025898738785634756,-0.03037620223528977,0.001977992964014326,0.016644415550165378,352300,506300,302900,585400,,,,,,,0.022977230713656052,240.628,0.4,4.8,91.01,67.75178026449618,90.62416666666667,1
Industrials,0.022667893831930918,-0.015954544771998085,0.03837291214238766,0.015121533380485231,644100,818200,531400,840000,26.31,0.56,2.27,0.7,20.39,22.83,0.020256470717369357,278.802,0.08,3.9,661.1866666666666,77.05744037621761,662.4316666666667,1
Consumer Discretionary,-0.030594622079025215,0.03394657243554779,-0.01078146630518681,0.02657065904995591,147010000,77004000,62744000,74946000,150.28,0.4,0.78,-1.46,1.71,20.38,0.0395613942106287,243.603,0.66,4.6,41.37500000000001,20.37237116510474,41.14329166666667,0
Finance,0.007751854320730975,0.05146723324331228,0.015610494921829554,-0.0032999680851006187,9153900,9483200,6904900,11796300,12.71,2.38,,,18.88,-2.67,0.030881677085441466,244.955,1.16,4.3,45.23333333333333,61.48760330578518,45.35458333333333,0
Consumer Discretionary,0.00482438869090618,-0.042924465204319126,0.037524599088965424,0.005798985310581321,689000,1157200,1545200,2250000,24.95,3.08,0.28,7.56,9.25,8.15,0.020765326754655,238.316,0.14,5.1,55.59666666666666,58.797403484796696,55.68354166666666,0
Consumer Discretionary,0.0627230751633453,0.009004432684232856,0.0020623360265351084,0.02510572830625325,2289400,1517400,793900,768400,-51.96,1.69,0.95,-0.91,-0.62,2.07,0.029076134813321265,267.054,0.06,6.1,40.76333333333334,100.0,40.90291666666667,0
Health Care,-0.06600752601579415,-0.031126840450940305,0.0037990779788797716,0.02666561178768175,2634843,2225315,2325122,1568793,36.36,1.04,0.63,-1.46,9.45,16.6,0.017231292405623558,245.519,1.16,4.4,114.85286666666666,0.0,114.9417875,1
Consumer Discretionary,0.04052840118747812,0.03304422135550387,-0.05441424013082888,0.0006558087625315563,3163480,4781222,3852701,4757018,15.18,0.97,,,9.49,5.01,0.029441054211844928,234.722,0.11,5.5,44.737533333333324,76.3737756871271,45.0488,0
Consumer Discretionary,0.015830947630525727,-0.020038633774056576,0.033251997425188994,-0.008054602451431097,1561900,1186100,992700,992700,54.07,1.12,0.91,-14.8,8.01,15.98,0.01902548910220215,241.432,0.66,4.7,76.75,94.33962264150925,76.68583333333333,0
Industrials,-0.0008548803239489946,0.0329255803390779,0.14073975865375615,-0.13773416501910316,815300,1779300,1779300,1162200,11.98,0.56,1.84,5.54,-2.69,3.3,0.024130626948099965,256.389,0.05,14.7,80.98333333333333,57.98611111111117,81.20666666666666,0
Energy,0.0007629747074367686,-0.0065708402134605015,-0.009759529583223113,0.017311632475028434,566800,439600,506800,1135600,9.93,13.23,,,28.91,93.44,0.017447465689014046,256.571,2.4,3.7,39.416666666666664,42.446043165467856,39.36666666666667,1
Industrials,-0.004985857501184606,0.016553783685974374,0.0023795555965697487,0.054527112372277114,1044400,964900,766000,1159300,21.22,0.71,1.6,3.7,9.03,9.43,0.020003935015788538,243.801,0.66,4.4,157.69000000000003,37.614678899082605,157.63,0
Energy,0.045977042960011615,-0.02429939389440277,-0.07479470295402608,0.10405718672617659,3162400,3121900,3908600,5271400,-6.25,0.59,0.66,-9.17,-3.94,15.65,0.020417363021001292,271.696,0.06,5.9,21.566666666666666,63.45177664974623,21.691666666666666,1
Technology,0.011502867568159112,-0.000250105292210221,0.007472019245011037,0.025484173894999403,121510000,82251600,105350400,129510400,13.66,0.66,1.05,6.66,22.83,30.39,0.029427577867171522,242.839,0.56,4.7,30.41083333333333,64.07766990291239,30.371041666666663,1
Health Care,-0.04791560148482389,-0.019421050692590973,8.145393851227954e-05,-0.04728839513977555,1705600,1345600,1129900,1124300,14.67,0.24,2.86,1.92,47.43,44.15,0.04226310932645838,263.014,0.07,6.2,462.40333333333325,20.890779081179613,463.425,0
Technology,-0.012422315689765857,0.18092903264317473,-0.01287207107673894,0.004038787582605874,5293100,3744800,3492900,5048600,45.64,2.13,1.15,-0.42,3.31,1.62,0.030911040702806446,304.127,5.08,3.7,14.72,26.7156862745098,14.595416666666667,1
Finance,0.004664415081080141,0.02103592430673308,-0.028907413575881186,-0.016489922448996993,2743100,3827600,6959000,4263700,12.43,1.12,,,23.34,-31.11,0.020300874158972186,255.548,2.41,3.6,51.32333333333332,72.82051282051268,51.45291666666667,1
Telecommunications,-0.003623924598239021,0.03895127580835387,-0.0047690213521170925,0.023713166276310715,94400,275000,96200,92600,70.67,0.36,2.89,1.68,686.33,-158.56,0.017429728683056096,264.877,0.07,6.1,149.76,59.250936329587944,150.46291666666667,1
Utilities,0.010227683314551128,-0.02226418557875311,0.0024588738914899295,-0.007881426884028557,4475600,1703800,1703800,6055700,18.57,1.71,0.24,2.16,15.79,-40.43,0.013408933333301292,305.691,5.08,3.5,52.68333333333334,53.27868852459016,52.465833333333336,0
Finance,4.5409275502955976e-07,0.0025735927215538162,-0.005484562090757538,0.009757987062423572,37400,61900,66600,78200,,,,,,,0.00465969331516354,237.838,0.13,5.0,27.290000000000003,44.692737430167455,27.28,0
Technology,0.051783451987649776,0.035602992635974724,-0.02006105719976805,-0.003260131934970229,8677500,7830000,12592000,13406000,241.97,,,,-6.96,34.52,0.025172259985704565,248.991,1.42,4.1,9.774000000000001,80.19740900678613,9.744666666666667,1
Real Estate,0.034379179123881484,0.012282719634660887,0.032935988584658106,-0.012716062635312705,1044100,1183900,1183900,1249800,61.11,0.9,,,10.95,-23.55,0.020953489323165413,277.948,0.08,4.2,166.58666666666667,86.22327790973858,166.79333333333335,0
Industrials,-0.0034908161591770243,0.02021013590864767,0.0927132672347322,0.027899907089459407,246700,149600,287400,185700,26.69,1.01,0.99,6.01,8.74,11.69,0.023022342005853888,260.229,0.08,6.7,114.61666666666666,40.97938144329889,114.5275,1
Energy,-0.03279783414946895,0.025307514301396248,0.0017363808137947974,0.044432474966761594,4506300,3367100,4371100,4072000,-36.58,0.69,1.68,9.49,-0.95,12.9,0.022736835261077015,254.202,2.4,3.8,56.04666666666666,50.7418397626113,56.650000000000006,1
Utilities,-0.021461410327346362,0.008751659167537151,-0.014077931610561525,-0.02974248529851285,2689900,1346200,2187400,1748600,16.77,0.82,0.59,3.6,9.82,-20.89,0.014014645448375104,240.849,0.4,4.9,42.96333333333334,32.01082055906232,42.96,0
Real Estate,0.005727363825287511,0.08245513070286972,-0.05368160428644214,0.09631772454282941,5310100,3595200,3485200,4089900,11.97,13.69,,,23.94,-4.83,0.02157325531109843,260.28,0.09,7.9,68.69333333333333,69.15887850467284,69.13708333333332,0
Consumer Discretionary,-0.09432566911704501,-0.029296705254988478,-0.03608810271245039,0.032411896643399676,853600,738100,755000,552100,53.1,1.17,0.9,-0.48,7.04,-11.21,0.023880382033239268,256.558,2.14,3.7,114.45999999999998,10.09775269575727,114.02666666666667,0
Technology,-0.11353868658836207,-0.03917357789337186,0.03418797805350173,0.001540797994436709,1054700,1053600,1249400,787400,160.67,3.57,0.63,-2.66,-19.1,20.68,0.02811948403480896,277.948,0.08,4.2,54.416666666666664,7.101449275362298,53.96083333333333,1
Technology,0.015687716438144355,0.043395484194273366,0.03875047476311621,-0.012495106880039467,222400,283600,213100,203600,-38.22,2.88,0.3,-67.41,-0.61,16.4,0.03482275650046593,237.838,0.12,5.0,27.283333333333342,71.57142857142857,27.467083333333335,1
Basic Materials,-0.003136143969010402,0.009497365947701276,0.004771425289941796,-0.003565787342761393,116100,100100,108000,142200,,,,,,,0.0034965195352333186,260.229,0.09,6.7,25.50333333333333,33.33333333333309,25.494999999999997,1
Technology,-0.04923156943025591,0.01175727336429781,-0.033479936294925704,0.05246905979390628,2666800,2232600,3746800,8586600,20.39,0.88,0.54,3.3,29.12,38.56,0.030177990401758496,307.789,5.33,3.8,76.86333333333333,5.426027977956879,76.76458333333333,1
Health Care,0.06119844250861686,-0.0006374326849104298,-0.01988446220483062,-0.012430360224384615,1077300,1027100,1720900,1771400,18.43,0.64,1.33,3.41,3.11,3.64,0.0196230825132738,283.716,0.08,3.8,453.81666666666666,90.77064296741348,456.63875,1
Energy,0.022510647352319297,-0.06634308968922238,0.012285134840370046,0.04941959252246062,5830000,4267400,3309400,4834200,80.91,0.71,1.56,3.82,9.36,9.53,0.024904505587577494,252.146,1.91,3.8,23.023833333333332,64.03797713621385,22.964016666666666,1
Technology,-0.0021636122497523573,0.014653163901266199,0.007511465058470326,0.012866985550867927,21782000,19258000,21716000,22384000,26.0,0.11,3.01,1.82,29.94,26.49,0.01912034167915132,273.567,0.09,5.2,136.18616666666668,62.97267122955201,136.76164583333335,1
Technology,0.043538952143376226,0.024355265692615976,-0.027191866458251435,-0.06810125539416491,38844000,37182000,34189600,40401600,36.16,0.49,4.26,-16.81,30.1,30.88,0.03997518783983074,244.524,0.91,4.4,25.97583333333333,78.6138613861386,25.918229166666663,1
